id,victim_id,victim_guild_id,victim_level,attacker_id,attacker_guild_id,attacker_level,zone_id,killed_at,killmail_raw_id
"2470,15,2,"""",370,1,"""",6,""2018-07-17 14:22:26+02"",2470"
"2471,17,"""","""",36,19,"""",26,""2018-07-17 13:57:47+02"",2471"
"2472,531,2,"""",487,7,"""",1,""2018-07-17 11:29:49+02"",2472"
"2473,17,"""","""",487,7,"""",1,""2018-07-17 11:29:36+02"",2473"
"2474,263,2,"""",487,7,"""",1,""2018-07-17 11:29:16+02"",2474"
"2475,476,"""","""",531,2,"""",1,""2018-07-17 10:02:44+02"",2475"
"2476,434,"""","""",61,"""","""",10,""2018-07-17 08:44:00+02"",2476"
"2477,434,"""","""",61,"""","""",10,""2018-07-17 08:40:40+02"",2477"
"2478,356,2,"""",523,1,"""",15,""2018-07-17 08:10:09+02"",2478"
"2479,509,2,"""",51,10,"""",15,""2018-07-17 08:04:28+02"",2479"
"2480,334,17,"""",51,10,"""",6,""2018-07-17 07:34:44+02"",2480"
"2481,68,10,"""",136,1,"""",19,""2018-07-17 07:29:39+02"",2481"
"2482,25,6,"""",34,"""","""",6,""2018-07-17 07:17:51+02"",2482"
"2483,25,6,"""",34,"""","""",6,""2018-07-17 07:17:18+02"",2483"
"2484,25,6,"""",266,"""","""",6,""2018-07-17 07:14:08+02"",2484"
"2485,25,6,"""",266,"""","""",6,""2018-07-17 07:13:42+02"",2485"
"2486,25,6,"""",266,"""","""",6,""2018-07-17 07:12:34+02"",2486"
"2487,25,6,"""",34,"""","""",6,""2018-07-17 07:12:02+02"",2487"
"2488,25,6,"""",34,"""","""",6,""2018-07-17 07:10:57+02"",2488"
"2489,25,6,"""",34,"""","""",6,""2018-07-17 07:06:10+02"",2489"
"2490,33,1,"""",34,"""","""",15,""2018-07-17 07:03:43+02"",2490"
"2491,24,"""","""",153,2,"""",9,""2018-07-17 06:58:41+02"",2491"
"2492,25,6,"""",334,17,"""",1,""2018-07-17 06:54:46+02"",2492"
"2493,440,7,"""",240,"""","""",19,""2018-07-17 06:51:24+02"",2493"
"2494,314,3,"""",363,2,"""",6,""2018-07-17 06:42:55+02"",2494"
"2495,516,2,"""",33,1,"""",21,""2018-07-17 06:24:00+02"",2495"
"2496,480,"""","""",508,17,"""",6,""2018-07-17 06:13:38+02"",2496"
"2497,91,2,"""",22,"""","""",24,""2018-07-17 05:43:44+02"",2497"
"2498,25,6,"""",454,1,"""",15,""2018-07-17 05:34:42+02"",2498"
"2499,61,"""","""",36,19,"""",26,""2018-07-17 05:17:08+02"",2499"
"2500,448,3,"""",52,"""","""",24,""2018-07-17 05:09:28+02"",2500"
"2501,91,2,"""",448,3,"""",24,""2018-07-17 05:07:58+02"",2501"
"2502,91,2,"""",132,3,"""",24,""2018-07-17 05:02:26+02"",2502"
"2503,334,17,"""",51,10,"""",1,""2018-07-17 04:54:50+02"",2503"
"2504,323,"""","""",476,"""","""",1,""2018-07-17 04:53:12+02"",2504"
"2505,231,"""","""",334,17,"""",1,""2018-07-17 04:53:05+02"",2505"
"2506,86,2,"""",110,1,"""",35,""2018-07-17 04:50:18+02"",2506"
"2507,164,2,"""",476,"""","""",1,""2018-07-17 04:49:40+02"",2507"
"2508,86,2,"""",411,1,"""",35,""2018-07-17 04:49:27+02"",2508"
"2509,86,2,"""",145,1,"""",35,""2018-07-17 04:48:46+02"",2509"
"2510,530,2,"""",231,"""","""",1,""2018-07-17 04:48:30+02"",2510"
"2511,517,"""","""",164,2,"""",1,""2018-07-17 04:48:24+02"",2511"
"2512,291,2,"""",160,"""","""",10,""2018-07-17 04:36:44+02"",2512"
"2513,514,"""","""",33,1,"""",24,""2018-07-17 04:34:55+02"",2513"
"2514,514,"""","""",342,"""","""",24,""2018-07-17 04:29:11+02"",2514"
"2515,320,1,"""",422,"""","""",10,""2018-07-17 04:21:51+02"",2515"
"2516,275,2,"""",332,1,"""",27,""2018-07-17 04:19:02+02"",2516"
"2517,164,2,"""",132,3,"""",1,""2018-07-17 04:10:28+02"",2517"
"2518,322,2,"""",332,1,"""",16,""2018-07-17 04:08:03+02"",2518"
"2519,322,2,"""",332,1,"""",16,""2018-07-17 04:07:16+02"",2519"
"2520,322,2,"""",332,1,"""",16,""2018-07-17 04:05:53+02"",2520"
"2521,164,2,"""",160,"""","""",1,""2018-07-17 03:46:30+02"",2521"
"2522,156,2,"""",190,"""","""",6,""2018-07-17 03:37:49+02"",2522"
"2523,532,"""","""",508,17,"""",24,""2018-07-17 03:27:44+02"",2523"
"2524,160,"""","""",164,2,"""",28,""2018-07-17 03:27:10+02"",2524"
"2525,523,1,"""",34,"""","""",49,""2018-07-17 03:22:28+02"",2525"
"2526,410,2,"""",170,3,"""",10,""2018-07-17 03:14:22+02"",2526"
"2527,222,"""","""",334,17,"""",1,""2018-07-17 03:14:23+02"",2527"
"2528,418,2,"""",393,3,"""",10,""2018-07-17 03:13:51+02"",2528"
"2529,81,15,"""",334,17,"""",1,""2018-07-17 03:14:07+02"",2529"
"2530,82,15,"""",334,17,"""",1,""2018-07-17 03:13:28+02"",2530"
"2531,418,2,"""",393,3,"""",10,""2018-07-17 03:13:04+02"",2531"
"2532,410,2,"""",393,3,"""",10,""2018-07-17 03:12:40+02"",2532"
"2533,281,2,"""",334,17,"""",1,""2018-07-17 03:11:51+02"",2533"
"2534,164,2,"""",334,17,"""",1,""2018-07-17 03:11:08+02"",2534"
"2535,530,2,"""",334,17,"""",1,""2018-07-17 03:10:45+02"",2535"
"2536,410,2,"""",101,"""","""",10,""2018-07-17 03:07:27+02"",2536"
"2537,46,2,"""",160,"""","""",6,""2018-07-17 03:06:57+02"",2537"
"2538,410,2,"""",101,"""","""",26,""2018-07-17 02:54:33+02"",2538"
"2539,276,25,"""",278,1,"""",18,""2018-07-17 02:43:52+02"",2539"
"2540,215,2,"""",318,1,"""",11,""2018-07-17 02:41:44+02"",2540"
"2541,146,"""","""",447,3,"""",9,""2018-07-17 02:41:16+02"",2541"
"2542,215,2,"""",318,1,"""",11,""2018-07-17 02:41:11+02"",2542"
"2543,215,2,"""",318,1,"""",11,""2018-07-17 02:40:50+02"",2543"
"2544,146,"""","""",447,3,"""",9,""2018-07-17 02:40:32+02"",2544"
"2545,215,2,"""",318,1,"""",11,""2018-07-17 02:40:19+02"",2545"
"2546,141,"""","""",170,3,"""",9,""2018-07-17 02:40:05+02"",2546"
"2547,215,2,"""",318,1,"""",11,""2018-07-17 02:39:53+02"",2547"
"2548,215,2,"""",318,1,"""",11,""2018-07-17 02:39:37+02"",2548"
"2549,215,2,"""",533,1,"""",11,""2018-07-17 02:39:13+02"",2549"
"2550,215,2,"""",298,1,"""",11,""2018-07-17 02:38:51+02"",2550"
"2551,215,2,"""",298,1,"""",11,""2018-07-17 02:38:32+02"",2551"
"2552,215,2,"""",318,1,"""",11,""2018-07-17 02:38:08+02"",2552"
"2553,215,2,"""",318,1,"""",11,""2018-07-17 02:37:44+02"",2553"
"2554,215,2,"""",533,1,"""",11,""2018-07-17 02:37:24+02"",2554"
"2555,215,2,"""",533,1,"""",11,""2018-07-17 02:37:05+02"",2555"
"2556,215,2,"""",298,1,"""",11,""2018-07-17 02:36:47+02"",2556"
"2557,215,2,"""",318,1,"""",11,""2018-07-17 02:36:29+02"",2557"
"2558,215,2,"""",318,1,"""",11,""2018-07-17 02:36:13+02"",2558"
"2559,215,2,"""",298,1,"""",11,""2018-07-17 02:35:56+02"",2559"
"2560,215,2,"""",298,1,"""",11,""2018-07-17 02:35:32+02"",2560"
"2561,215,2,"""",318,1,"""",11,""2018-07-17 02:35:05+02"",2561"
"2562,215,2,"""",298,1,"""",11,""2018-07-17 02:32:04+02"",2562"
"2563,215,2,"""",318,1,"""",11,""2018-07-17 02:31:46+02"",2563"
"2564,215,2,"""",318,1,"""",11,""2018-07-17 02:31:24+02"",2564"
"2565,215,2,"""",318,1,"""",11,""2018-07-17 02:30:56+02"",2565"
"2566,215,2,"""",298,1,"""",11,""2018-07-17 02:30:34+02"",2566"
"2567,215,2,"""",298,1,"""",11,""2018-07-17 02:30:10+02"",2567"
"2568,215,2,"""",298,1,"""",11,""2018-07-17 02:29:44+02"",2568"
"2569,215,2,"""",298,1,"""",11,""2018-07-17 02:29:20+02"",2569"
"2570,215,2,"""",318,1,"""",11,""2018-07-17 02:28:40+02"",2570"
"2571,215,2,"""",298,1,"""",11,""2018-07-17 02:28:08+02"",2571"
"2572,215,2,"""",298,1,"""",11,""2018-07-17 02:27:43+02"",2572"
"2573,215,2,"""",318,1,"""",11,""2018-07-17 02:27:23+02"",2573"
"2574,215,2,"""",298,1,"""",11,""2018-07-17 02:27:03+02"",2574"
"2575,215,2,"""",318,1,"""",11,""2018-07-17 02:26:31+02"",2575"
"2576,215,2,"""",298,1,"""",11,""2018-07-17 02:26:03+02"",2576"
"2577,215,2,"""",298,1,"""",11,""2018-07-17 02:25:31+02"",2577"
"2578,215,2,"""",298,1,"""",11,""2018-07-17 02:25:06+02"",2578"
"2579,215,2,"""",298,1,"""",11,""2018-07-17 02:24:29+02"",2579"
"2580,215,2,"""",298,1,"""",11,""2018-07-17 02:23:56+02"",2580"
"2581,215,2,"""",298,1,"""",11,""2018-07-17 02:23:02+02"",2581"
"2582,530,2,"""",128,3,"""",1,""2018-07-17 02:17:45+02"",2582"
"2583,164,2,"""",447,3,"""",1,""2018-07-17 02:17:23+02"",2583"
"2584,196,2,"""",128,3,"""",28,""2018-07-17 02:15:19+02"",2584"
"2585,215,2,"""",318,1,"""",11,""2018-07-17 02:14:48+02"",2585"
"2586,215,2,"""",318,1,"""",11,""2018-07-17 02:14:02+02"",2586"
"2587,215,2,"""",318,1,"""",18,""2018-07-17 02:12:18+02"",2587"
"2588,135,2,"""",447,3,"""",6,""2018-07-17 02:11:25+02"",2588"
"2589,135,2,"""",128,3,"""",6,""2018-07-17 02:10:19+02"",2589"
"2590,83,"""","""",34,"""","""",4,""2018-07-17 01:58:50+02"",2590"
"2591,409,"""","""",447,3,"""",16,""2018-07-17 01:55:53+02"",2591"
"2592,508,17,"""",447,3,"""",15,""2018-07-17 01:54:18+02"",2592"
"2593,155,5,"""",232,"""","""",14,""2018-07-17 01:43:31+02"",2593"
"2594,224,2,"""",523,1,"""",17,""2018-07-17 01:22:27+02"",2594"
"2595,443,"""","""",447,3,"""",47,""2018-07-17 01:08:37+02"",2595"
"2596,534,"""","""",166,"""","""",62,""2018-07-17 00:58:51+02"",2596"
"2597,204,"""","""",166,"""","""",62,""2018-07-17 00:57:39+02"",2597"
"2598,130,1,"""",148,2,"""",13,""2018-07-17 00:49:07+02"",2598"
"2599,130,1,"""",356,2,"""",13,""2018-07-17 00:47:50+02"",2599"
"2600,317,1,"""",179,2,"""",22,""2018-07-17 00:42:58+02"",2600"
"2601,518,1,"""",128,3,"""",15,""2018-07-17 00:42:26+02"",2601"
"2602,218,2,"""",75,3,"""",34,""2018-07-17 00:34:59+02"",2602"
"2603,490,2,"""",34,"""","""",57,""2018-07-17 00:26:02+02"",2603"
"2604,535,"""","""",219,"""","""",2,""2018-07-17 00:08:48+02"",2604"
"2605,361,"""","""",101,"""","""",26,""2018-07-16 23:53:31+02"",2605"
"2606,91,2,"""",87,1,"""",28,""2018-07-16 23:52:07+02"",2606"
"2607,529,"""","""",434,"""","""",14,""2018-07-16 23:50:42+02"",2607"
"2608,144,2,"""",334,17,"""",1,""2018-07-16 23:47:14+02"",2608"
"2609,536,"""","""",101,"""","""",26,""2018-07-16 23:45:20+02"",2609"
"2610,88,1,"""",537,"""","""",1,""2018-07-16 23:39:30+02"",2610"
"2611,144,2,"""",88,1,"""",1,""2018-07-16 23:39:01+02"",2611"
"2612,170,3,"""",238,"""","""",9,""2018-07-16 23:22:21+02"",2612"
"2613,538,"""","""",422,"""","""",23,""2018-07-16 22:54:01+02"",2613"
"2614,204,"""","""",539,"""","""",38,""2018-07-16 22:52:47+02"",2614"
"2615,534,"""","""",539,"""","""",38,""2018-07-16 22:51:10+02"",2615"
"2616,420,"""","""",431,"""","""",43,""2018-07-16 22:22:45+02"",2616"
"2617,144,2,"""",243,7,"""",1,""2018-07-16 22:17:55+02"",2617"
"2618,512,"""","""",483,7,"""",9,""2018-07-16 22:17:21+02"",2618"
"2619,518,1,"""",243,7,"""",1,""2018-07-16 22:04:24+02"",2619"
"2620,150,"""","""",243,7,"""",1,""2018-07-16 22:00:35+02"",2620"
"2621,508,17,"""",420,"""","""",21,""2018-07-16 21:52:03+02"",2621"
"2622,370,1,"""",489,21,"""",6,""2018-07-16 21:37:10+02"",2622"
"2623,508,17,"""",420,"""","""",21,""2018-07-16 21:35:36+02"",2623"
"2624,345,7,"""",104,1,"""",1,""2018-07-16 21:33:20+02"",2624"
"2625,150,"""","""",243,7,"""",1,""2018-07-16 21:30:08+02"",2625"
"2626,91,2,"""",167,"""","""",25,""2018-07-16 21:27:50+02"",2626"
"2627,2,"""","""",540,17,"""",28,""2018-07-16 21:18:01+02"",2627"
"2628,288,2,"""",243,7,"""",1,""2018-07-16 21:04:31+02"",2628"
"2629,263,2,"""",541,7,"""",1,""2018-07-16 20:59:02+02"",2629"
"2630,518,1,"""",440,7,"""",1,""2018-07-16 20:53:57+02"",2630"
"2631,104,1,"""",440,7,"""",1,""2018-07-16 20:51:56+02"",2631"
"2632,531,2,"""",517,"""","""",1,""2018-07-16 20:42:02+02"",2632"
"2633,481,"""","""",243,7,"""",1,""2018-07-16 20:37:44+02"",2633"
"2634,334,17,"""",87,1,"""",28,""2018-07-16 20:26:07+02"",2634"
"2635,88,1,"""",541,7,"""",28,""2018-07-16 20:13:54+02"",2635"
"2636,87,1,"""",541,7,"""",28,""2018-07-16 20:10:09+02"",2636"
"2637,356,2,"""",541,7,"""",1,""2018-07-16 19:54:23+02"",2637"
"2638,405,2,"""",243,7,"""",1,""2018-07-16 19:53:56+02"",2638"
"2639,532,"""","""",440,7,"""",19,""2018-07-16 19:31:48+02"",2639"
"2640,532,"""","""",52,"""","""",24,""2018-07-16 18:48:16+02"",2640"
"2641,420,"""","""",2,"""","""",21,""2018-07-16 18:33:05+02"",2641"
"2642,516,2,"""",87,1,"""",16,""2018-07-16 18:25:15+02"",2642"
"2643,445,7,"""",88,1,"""",56,""2018-07-16 18:19:00+02"",2643"
"2644,542,"""","""",492,"""","""",19,""2018-07-16 17:42:36+02"",2644"
"2645,356,2,"""",476,"""","""",1,""2018-07-16 17:41:02+02"",2645"
"2646,341,"""","""",13,2,"""",28,""2018-07-16 17:39:22+02"",2646"
"2647,405,2,"""",476,"""","""",1,""2018-07-16 17:37:38+02"",2647"
"2648,150,"""","""",231,"""","""",1,""2018-07-16 17:36:20+02"",2648"
"2649,150,"""","""",517,"""","""",1,""2018-07-16 17:15:52+02"",2649"
"2650,345,7,"""",445,7,"""",56,""2018-07-16 16:46:10+02"",2650"
"2651,532,"""","""",150,"""","""",1,""2018-07-16 16:10:23+02"",2651"
"2652,405,2,"""",532,"""","""",1,""2018-07-16 16:08:09+02"",2652"
"2653,509,2,"""",409,"""","""",16,""2018-07-16 15:59:31+02"",2653"
"2654,150,"""","""",448,3,"""",1,""2018-07-16 15:19:23+02"",2654"
"2655,275,2,"""",503,1,"""",1,""2018-07-16 14:52:27+02"",2655"
"2656,532,"""","""",356,2,"""",1,""2018-07-16 14:45:54+02"",2656"
"2657,280,2,"""",61,"""","""",26,""2018-07-16 14:33:43+02"",2657"
"2658,437,2,"""",238,"""","""",19,""2018-07-16 14:30:20+02"",2658"
"2659,154,5,"""",79,2,"""",1,""2018-07-16 14:23:34+02"",2659"
"2660,154,5,"""",358,2,"""",28,""2018-07-16 14:21:04+02"",2660"
"2661,155,5,"""",532,"""","""",1,""2018-07-16 13:58:09+02"",2661"
"2662,433,"""","""",543,"""","""",23,""2018-07-16 10:02:36+02"",2662"
"2663,434,"""","""",543,"""","""",23,""2018-07-16 10:00:31+02"",2663"
"2664,516,2,"""",67,"""","""",16,""2018-07-16 09:23:16+02"",2664"
"2665,126,2,"""",67,"""","""",24,""2018-07-16 09:15:52+02"",2665"
"2666,126,2,"""",67,"""","""",25,""2018-07-16 09:15:11+02"",2666"
"2667,263,2,"""",448,3,"""",1,""2018-07-16 09:04:37+02"",2667"
"2668,17,"""","""",496,2,"""",26,""2018-07-16 07:08:14+02"",2668"
"2669,25,6,"""",104,1,"""",13,""2018-07-16 07:02:13+02"",2669"
"2670,544,2,"""",61,"""","""",26,""2018-07-16 06:51:41+02"",2670"
"2671,36,19,"""",27,"""","""",26,""2018-07-16 06:50:46+02"",2671"
"2672,25,6,"""",390,2,"""",13,""2018-07-16 06:45:59+02"",2672"
"2673,91,2,"""",25,6,"""",13,""2018-07-16 06:37:09+02"",2673"
"2674,363,2,"""",522,1,"""",32,""2018-07-16 06:34:54+02"",2674"
"2675,415,1,"""",253,2,"""",32,""2018-07-16 06:27:19+02"",2675"
"2676,292,1,"""",390,2,"""",13,""2018-07-16 06:23:14+02"",2676"
"2677,36,19,"""",544,2,"""",10,""2018-07-16 06:14:47+02"",2677"
"2678,292,1,"""",363,2,"""",13,""2018-07-16 06:11:35+02"",2678"
"2679,53,1,"""",441,2,"""",32,""2018-07-16 06:10:57+02"",2679"
"2680,79,2,"""",53,1,"""",32,""2018-07-16 06:10:15+02"",2680"
"2681,292,1,"""",79,2,"""",32,""2018-07-16 06:08:33+02"",2681"
"2682,295,1,"""",363,2,"""",13,""2018-07-16 06:08:27+02"",2682"
"2683,292,1,"""",5,2,"""",32,""2018-07-16 06:06:14+02"",2683"
"2684,415,1,"""",18,2,"""",32,""2018-07-16 06:05:58+02"",2684"
"2685,91,2,"""",522,1,"""",32,""2018-07-16 06:05:17+02"",2685"
"2686,91,2,"""",415,1,"""",32,""2018-07-16 05:57:14+02"",2686"
"2687,278,1,"""",5,2,"""",13,""2018-07-16 05:52:40+02"",2687"
"2688,36,19,"""",471,"""","""",10,""2018-07-16 05:51:47+02"",2688"
"2689,79,2,"""",378,1,"""",32,""2018-07-16 05:48:30+02"",2689"
"2690,36,19,"""",528,"""","""",26,""2018-07-16 05:43:04+02"",2690"
"2691,140,"""","""",53,1,"""",56,""2018-07-16 05:37:31+02"",2691"
"2692,17,"""","""",528,"""","""",26,""2018-07-16 05:32:34+02"",2692"
"2693,17,"""","""",528,"""","""",26,""2018-07-16 05:28:53+02"",2693"
"2694,130,1,"""",39,2,"""",3,""2018-07-16 05:25:23+02"",2694"
"2695,295,1,"""",5,2,"""",13,""2018-07-16 05:22:23+02"",2695"
"2696,267,1,"""",79,2,"""",13,""2018-07-16 05:22:18+02"",2696"
"2697,275,2,"""",104,1,"""",13,""2018-07-16 05:20:48+02"",2697"
"2698,378,1,"""",285,2,"""",13,""2018-07-16 05:06:50+02"",2698"
"2699,130,1,"""",56,2,"""",13,""2018-07-16 05:06:41+02"",2699"
"2700,18,2,"""",415,1,"""",13,""2018-07-16 05:04:36+02"",2700"
"2701,267,1,"""",253,2,"""",13,""2018-07-16 05:04:30+02"",2701"
"2702,79,2,"""",130,1,"""",13,""2018-07-16 05:03:20+02"",2702"
"2703,411,1,"""",287,2,"""",13,""2018-07-16 05:03:14+02"",2703"
"2704,390,2,"""",104,1,"""",13,""2018-07-16 05:02:20+02"",2704"
"2705,503,1,"""",390,2,"""",13,""2018-07-16 05:01:59+02"",2705"
"2706,126,2,"""",545,1,"""",13,""2018-07-16 05:01:55+02"",2706"
"2707,33,1,"""",18,2,"""",13,""2018-07-16 05:00:52+02"",2707"
"2708,144,2,"""",378,1,"""",13,""2018-07-16 05:00:43+02"",2708"
"2709,191,"""","""",36,19,"""",19,""2018-07-16 05:00:15+02"",2709"
"2710,53,1,"""",390,2,"""",13,""2018-07-16 04:59:23+02"",2710"
"2711,126,2,"""",136,1,"""",13,""2018-07-16 04:59:07+02"",2711"
"2712,39,2,"""",104,1,"""",13,""2018-07-16 04:58:54+02"",2712"
"2713,230,1,"""",39,2,"""",13,""2018-07-16 04:58:22+02"",2713"
"2714,191,"""","""",36,19,"""",19,""2018-07-16 04:57:49+02"",2714"
"2715,432,1,"""",363,2,"""",13,""2018-07-16 04:54:22+02"",2715"
"2716,532,"""","""",190,"""","""",24,""2018-07-16 04:49:20+02"",2716"
"2717,46,"""","""",75,3,"""",6,""2018-07-16 04:46:41+02"",2717"
"2718,95,3,"""",104,1,"""",13,""2018-07-16 04:45:51+02"",2718"
"2719,390,2,"""",136,1,"""",13,""2018-07-16 04:42:04+02"",2719"
"2720,278,1,"""",390,2,"""",13,""2018-07-16 04:37:33+02"",2720"
"2721,428,"""","""",448,3,"""",3,""2018-07-16 04:35:58+02"",2721"
"2722,46,"""","""",132,3,"""",3,""2018-07-16 04:35:42+02"",2722"
"2723,152,"""","""",546,"""","""",23,""2018-07-16 04:32:21+02"",2723"
"2724,53,1,"""",441,2,"""",13,""2018-07-16 04:24:30+02"",2724"
"2725,136,1,"""",5,2,"""",13,""2018-07-16 04:23:47+02"",2725"
"2726,415,1,"""",363,2,"""",13,""2018-07-16 04:23:03+02"",2726"
"2727,278,1,"""",390,2,"""",13,""2018-07-16 04:23:03+02"",2727"
"2728,528,"""","""",342,"""","""",26,""2018-07-16 04:21:23+02"",2728"
"2729,528,"""","""",421,"""","""",26,""2018-07-16 04:17:53+02"",2729"
"2730,398,2,"""",132,3,"""",19,""2018-07-16 03:56:40+02"",2730"
"2731,532,"""","""",52,"""","""",24,""2018-07-16 03:54:39+02"",2731"
"2732,253,2,"""",254,1,"""",19,""2018-07-16 03:44:51+02"",2732"
"2733,287,2,"""",522,1,"""",13,""2018-07-16 03:33:27+02"",2733"
"2734,287,2,"""",53,1,"""",32,""2018-07-16 03:31:57+02"",2734"
"2735,155,5,"""",253,2,"""",6,""2018-07-16 03:30:41+02"",2735"
"2736,287,2,"""",292,1,"""",13,""2018-07-16 03:28:43+02"",2736"
"2737,91,2,"""",136,1,"""",13,""2018-07-16 03:26:32+02"",2737"
"2738,91,2,"""",53,1,"""",32,""2018-07-16 03:25:17+02"",2738"
"2739,437,2,"""",190,"""","""",23,""2018-07-16 03:25:17+02"",2739"
"2740,287,2,"""",53,1,"""",32,""2018-07-16 03:24:51+02"",2740"
"2741,91,2,"""",75,3,"""",5,""2018-07-16 03:22:57+02"",2741"
"2742,104,1,"""",126,2,"""",4,""2018-07-16 03:22:23+02"",2742"
"2743,155,5,"""",128,3,"""",6,""2018-07-16 03:18:54+02"",2743"
"2744,197,"""","""",235,"""","""",2,""2018-07-16 03:18:13+02"",2744"
"2745,532,"""","""",52,"""","""",24,""2018-07-16 03:15:33+02"",2745"
"2746,148,2,"""",522,1,"""",13,""2018-07-16 03:13:11+02"",2746"
"2747,148,2,"""",292,1,"""",13,""2018-07-16 03:12:51+02"",2747"
"2748,528,"""","""",36,19,"""",26,""2018-07-16 03:12:32+02"",2748"
"2749,198,"""","""",547,2,"""",26,""2018-07-16 03:12:06+02"",2749"
"2750,441,2,"""",292,1,"""",13,""2018-07-16 03:11:55+02"",2750"
"2751,154,5,"""",156,2,"""",1,""2018-07-16 03:11:00+02"",2751"
"2752,148,2,"""",292,1,"""",13,""2018-07-16 03:10:41+02"",2752"
"2753,149,2,"""",53,1,"""",13,""2018-07-16 03:10:25+02"",2753"
"2754,149,2,"""",292,1,"""",13,""2018-07-16 03:08:51+02"",2754"
"2755,25,6,"""",240,"""","""",9,""2018-07-16 03:06:12+02"",2755"
"2756,197,"""","""",151,"""","""",26,""2018-07-16 03:05:37+02"",2756"
"2757,295,1,"""",363,2,"""",13,""2018-07-16 03:03:25+02"",2757"
"2758,295,1,"""",149,2,"""",13,""2018-07-16 03:02:59+02"",2758"
"2759,126,2,"""",278,1,"""",13,""2018-07-16 03:02:17+02"",2759"
"2760,320,1,"""",151,"""","""",26,""2018-07-16 03:02:08+02"",2760"
"2761,548,2,"""",549,2,"""",36,""2018-07-16 02:59:20+02"",2761"
"2762,253,2,"""",53,1,"""",13,""2018-07-16 02:58:33+02"",2762"
"2763,378,1,"""",253,2,"""",13,""2018-07-16 02:58:07+02"",2763"
"2764,295,1,"""",127,2,"""",13,""2018-07-16 02:57:25+02"",2764"
"2765,522,1,"""",363,2,"""",13,""2018-07-16 02:56:57+02"",2765"
"2766,450,"""","""",363,2,"""",13,""2018-07-16 02:55:47+02"",2766"
"2767,295,1,"""",363,2,"""",13,""2018-07-16 02:52:39+02"",2767"
"2768,149,2,"""",53,1,"""",13,""2018-07-16 02:50:59+02"",2768"
"2769,110,1,"""",253,2,"""",32,""2018-07-16 02:50:56+02"",2769"
"2770,33,1,"""",149,2,"""",13,""2018-07-16 02:49:37+02"",2770"
"2771,450,"""","""",363,2,"""",13,""2018-07-16 02:49:22+02"",2771"
"2772,434,"""","""",550,"""","""",2,""2018-07-16 02:48:18+02"",2772"
"2773,298,1,"""",5,2,"""",13,""2018-07-16 02:48:15+02"",2773"
"2774,390,2,"""",295,1,"""",13,""2018-07-16 02:45:21+02"",2774"
"2775,295,1,"""",390,2,"""",13,""2018-07-16 02:43:54+02"",2775"
"2776,275,2,"""",22,"""","""",58,""2018-07-16 02:39:13+02"",2776"
"2777,91,2,"""",278,1,"""",32,""2018-07-16 02:35:51+02"",2777"
"2778,33,1,"""",441,2,"""",13,""2018-07-16 02:33:56+02"",2778"
"2779,450,"""","""",253,2,"""",13,""2018-07-16 02:32:51+02"",2779"
"2780,405,2,"""",450,"""","""",13,""2018-07-16 02:32:01+02"",2780"
"2781,148,2,"""",545,1,"""",32,""2018-07-16 02:31:24+02"",2781"
"2782,33,1,"""",356,2,"""",13,""2018-07-16 02:31:14+02"",2782"
"2783,91,2,"""",53,1,"""",32,""2018-07-16 02:31:07+02"",2783"
"2784,149,2,"""",33,1,"""",13,""2018-07-16 02:31:04+02"",2784"
"2785,110,1,"""",253,2,"""",13,""2018-07-16 02:30:43+02"",2785"
"2786,127,2,"""",295,1,"""",32,""2018-07-16 02:29:24+02"",2786"
"2787,358,2,"""",53,1,"""",32,""2018-07-16 02:28:43+02"",2787"
"2788,390,2,"""",254,1,"""",32,""2018-07-16 02:28:40+02"",2788"
"2789,127,2,"""",136,1,"""",32,""2018-07-16 02:28:22+02"",2789"
"2790,378,1,"""",390,2,"""",32,""2018-07-16 02:28:08+02"",2790"
"2791,229,2,"""",522,1,"""",32,""2018-07-16 02:28:06+02"",2791"
"2792,415,1,"""",229,2,"""",32,""2018-07-16 02:28:00+02"",2792"
"2793,5,2,"""",415,1,"""",32,""2018-07-16 02:27:36+02"",2793"
"2794,127,2,"""",378,1,"""",13,""2018-07-16 02:23:13+02"",2794"
"2795,127,2,"""",254,1,"""",13,""2018-07-16 02:23:01+02"",2795"
"2796,127,2,"""",136,1,"""",13,""2018-07-16 02:22:50+02"",2796"
"2797,127,2,"""",136,1,"""",13,""2018-07-16 02:22:39+02"",2797"
"2798,127,2,"""",136,1,"""",13,""2018-07-16 02:22:28+02"",2798"
"2799,127,2,"""",33,1,"""",13,""2018-07-16 02:22:16+02"",2799"
"2800,127,2,"""",450,"""","""",13,""2018-07-16 02:22:03+02"",2800"
"2801,127,2,"""",33,1,"""",13,""2018-07-16 02:21:43+02"",2801"
"2802,127,2,"""",450,"""","""",13,""2018-07-16 02:21:30+02"",2802"
"2803,127,2,"""",522,1,"""",13,""2018-07-16 02:21:14+02"",2803"
"2804,127,2,"""",136,1,"""",13,""2018-07-16 02:20:58+02"",2804"
"2805,278,1,"""",224,2,"""",32,""2018-07-16 02:19:58+02"",2805"
"2806,307,2,"""",132,3,"""",13,""2018-07-16 02:07:30+02"",2806"
"2807,325,"""","""",75,3,"""",15,""2018-07-16 02:01:01+02"",2807"
"2808,478,2,"""",136,1,"""",30,""2018-07-16 01:55:43+02"",2808"
"2809,130,1,"""",363,2,"""",6,""2018-07-16 01:50:56+02"",2809"
