id,victim_id,victim_guild_id,victim_level,attacker_id,attacker_guild_id,attacker_level,zone_id,killed_at,killmail_raw_id
"813,15,2,"""",176,1,"""",44,""2018-07-28 02:09:16+02"",813"
"814,161,1,"""",79,2,"""",44,""2018-07-28 02:09:05+02"",814"
"815,286,1,"""",5,2,"""",44,""2018-07-28 02:08:52+02"",815"
"816,334,1,"""",27,"""","""",1,""2018-07-28 01:55:23+02"",816"
"817,25,6,"""",263,2,"""",28,""2018-07-28 01:02:11+02"",817"
"818,216,1,"""",19,5,"""",41,""2018-07-28 00:49:34+02"",818"
"819,100,"""","""",335,"""","""",26,""2018-07-28 00:45:55+02"",819"
"820,32,"""","""",238,"""","""",21,""2018-07-28 00:25:20+02"",820"
"821,330,1,"""",126,2,"""",13,""2018-07-28 00:15:16+02"",821"
"822,278,1,"""",232,8,"""",37,""2018-07-28 00:05:31+02"",822"
"823,278,1,"""",232,8,"""",37,""2018-07-28 00:03:23+02"",823"
"824,330,1,"""",287,2,"""",13,""2018-07-27 23:48:15+02"",824"
"825,21,2,"""",25,6,"""",1,""2018-07-27 23:47:54+02"",825"
"826,330,1,"""",287,2,"""",13,""2018-07-27 23:46:38+02"",826"
"827,41,"""","""",100,"""","""",10,""2018-07-27 23:38:26+02"",827"
"828,336,"""","""",32,"""","""",25,""2018-07-27 23:28:59+02"",828"
"829,337,"""","""",72,"""","""",23,""2018-07-27 23:16:15+02"",829"
"830,21,2,"""",25,6,"""",1,""2018-07-27 23:11:48+02"",830"
"831,338,"""","""",72,"""","""",2,""2018-07-27 23:09:13+02"",831"
"832,339,7,"""",286,1,"""",8,""2018-07-27 22:57:34+02"",832"
"833,340,"""","""",216,1,"""",19,""2018-07-27 22:28:06+02"",833"
"834,341,"""","""",25,6,"""",1,""2018-07-27 22:20:25+02"",834"
"835,342,"""","""",190,"""","""",24,""2018-07-27 22:18:26+02"",835"
"836,61,"""","""",267,1,"""",11,""2018-07-27 22:10:54+02"",836"
"837,21,2,"""",25,6,"""",1,""2018-07-27 22:06:19+02"",837"
"838,32,"""","""",343,17,"""",25,""2018-07-27 22:05:51+02"",838"
"839,32,"""","""",344,9,"""",25,""2018-07-27 22:02:16+02"",839"
"840,98,1,"""",5,2,"""",37,""2018-07-27 22:01:15+02"",840"
"841,342,"""","""",190,"""","""",24,""2018-07-27 21:59:08+02"",841"
"842,21,2,"""",25,6,"""",1,""2018-07-27 21:38:12+02"",842"
"843,25,6,"""",21,2,"""",1,""2018-07-27 21:03:46+02"",843"
"844,25,6,"""",263,2,"""",1,""2018-07-27 20:51:46+02"",844"
"845,86,2,"""",345,7,"""",33,""2018-07-27 20:33:00+02"",845"
"846,182,"""","""",263,2,"""",1,""2018-07-27 20:29:18+02"",846"
"847,32,"""","""",238,"""","""",21,""2018-07-27 20:23:43+02"",847"
"848,25,6,"""",263,2,"""",1,""2018-07-27 20:08:19+02"",848"
"849,25,6,"""",145,1,"""",1,""2018-07-27 20:03:33+02"",849"
"850,237,1,"""",61,"""","""",9,""2018-07-27 20:02:59+02"",850"
"851,346,2,"""",270,8,"""",5,""2018-07-27 19:57:41+02"",851"
"852,36,1,"""",238,"""","""",21,""2018-07-27 19:55:35+02"",852"
"853,174,"""","""",347,"""","""",38,""2018-07-27 19:23:17+02"",853"
"854,2,"""","""",104,1,"""",6,""2018-07-27 18:51:05+02"",854"
"855,2,"""","""",304,1,"""",1,""2018-07-27 18:49:20+02"",855"
"856,195,1,"""",270,8,"""",5,""2018-07-27 18:35:03+02"",856"
"857,348,"""","""",281,"""","""",10,""2018-07-27 18:30:11+02"",857"
"858,349,"""","""",281,"""","""",26,""2018-07-27 18:25:48+02"",858"
"859,104,1,"""",2,"""","""",1,""2018-07-27 18:18:15+02"",859"
"860,10,1,"""",2,"""","""",1,""2018-07-27 18:12:20+02"",860"
"861,92,1,"""",235,"""","""",35,""2018-07-27 18:08:13+02"",861"
"862,330,1,"""",44,9,"""",26,""2018-07-27 16:49:54+02"",862"
"863,330,1,"""",350,2,"""",13,""2018-07-27 16:33:25+02"",863"
"864,351,"""","""",352,1,"""",33,""2018-07-27 13:51:17+02"",864"
"865,353,1,"""",354,2,"""",1,""2018-07-27 13:16:33+02"",865"
"866,264,7,"""",10,1,"""",1,""2018-07-27 13:03:30+02"",866"
"867,104,1,"""",148,2,"""",40,""2018-07-27 07:45:29+02"",867"
"868,104,1,"""",287,2,"""",40,""2018-07-27 07:43:45+02"",868"
"869,104,1,"""",5,2,"""",40,""2018-07-27 07:42:11+02"",869"
"870,104,1,"""",287,2,"""",40,""2018-07-27 07:41:35+02"",870"
"871,104,1,"""",287,2,"""",40,""2018-07-27 07:41:08+02"",871"
"872,126,2,"""",299,1,"""",11,""2018-07-27 07:40:58+02"",872"
"873,93,2,"""",286,1,"""",37,""2018-07-27 07:20:30+02"",873"
"874,93,2,"""",286,1,"""",37,""2018-07-27 07:19:26+02"",874"
"875,136,1,"""",126,2,"""",7,""2018-07-27 07:02:00+02"",875"
"876,182,"""","""",240,"""","""",6,""2018-07-27 05:56:55+02"",876"
"877,25,6,"""",240,"""","""",28,""2018-07-27 05:56:22+02"",877"
"878,70,"""","""",25,6,"""",1,""2018-07-27 05:19:35+02"",878"
"879,80,"""","""",6,"""","""",1,""2018-07-27 05:14:24+02"",879"
"880,355,5,"""",356,2,"""",2,""2018-07-27 05:14:05+02"",880"
"881,355,5,"""",38,3,"""",45,""2018-07-27 05:11:24+02"",881"
"882,273,2,"""",38,1,"""",5,""2018-07-27 05:05:23+02"",882"
"883,179,2,"""",286,1,"""",8,""2018-07-27 05:04:56+02"",883"
"884,357,"""","""",38,1,"""",15,""2018-07-27 04:59:35+02"",884"
"885,190,"""","""",38,1,"""",15,""2018-07-27 04:59:18+02"",885"
"886,358,2,"""",275,2,"""",27,""2018-07-27 04:53:00+02"",886"
"887,57,1,"""",128,3,"""",14,""2018-07-27 04:49:24+02"",887"
"888,67,8,"""",2,"""","""",1,""2018-07-27 04:38:00+02"",888"
"889,80,"""","""",24,"""","""",1,""2018-07-27 04:36:59+02"",889"
"890,13,2,"""",128,3,"""",5,""2018-07-27 04:27:58+02"",890"
"891,359,8,"""",356,2,"""",46,""2018-07-27 04:18:59+02"",891"
"892,25,6,"""",38,1,"""",6,""2018-07-27 04:11:49+02"",892"
"893,25,6,"""",360,3,"""",28,""2018-07-27 04:04:41+02"",893"
"894,300,2,"""",182,"""","""",36,""2018-07-27 03:59:13+02"",894"
"895,274,2,"""",38,1,"""",26,""2018-07-27 03:45:55+02"",895"
"896,27,"""","""",270,8,"""",1,""2018-07-27 03:42:05+02"",896"
"897,361,2,"""",75,3,"""",19,""2018-07-27 03:39:34+02"",897"
"898,125,5,"""",34,8,"""",16,""2018-07-27 03:33:35+02"",898"
"899,350,2,"""",286,1,"""",20,""2018-07-27 03:27:46+02"",899"
"900,350,2,"""",286,1,"""",43,""2018-07-27 03:25:25+02"",900"
"901,285,2,"""",22,"""","""",6,""2018-07-27 03:24:43+02"",901"
"902,191,"""","""",67,8,"""",1,""2018-07-27 03:18:34+02"",902"
"903,18,2,"""",286,1,"""",47,""2018-07-27 03:18:07+02"",903"
"904,152,"""","""",47,8,"""",1,""2018-07-27 03:13:40+02"",904"
"905,18,2,"""",286,1,"""",47,""2018-07-27 03:12:46+02"",905"
"906,85,2,"""",286,1,"""",47,""2018-07-27 03:10:13+02"",906"
"907,87,1,"""",34,8,"""",16,""2018-07-27 03:04:06+02"",907"
"908,311,5,"""",34,8,"""",16,""2018-07-27 03:01:12+02"",908"
"909,346,2,"""",47,8,"""",43,""2018-07-27 03:00:48+02"",909"
"910,197,1,"""",75,3,"""",19,""2018-07-27 02:59:56+02"",910"
"911,358,2,"""",286,1,"""",2,""2018-07-27 02:59:55+02"",911"
"912,71,5,"""",16,"""","""",16,""2018-07-27 02:55:33+02"",912"
"913,125,5,"""",16,"""","""",16,""2018-07-27 02:37:03+02"",913"
"914,71,5,"""",14,"""","""",16,""2018-07-27 02:34:57+02"",914"
"915,176,1,"""",75,3,"""",9,""2018-07-27 02:27:57+02"",915"
"916,176,1,"""",95,3,"""",9,""2018-07-27 02:23:46+02"",916"
"917,176,1,"""",95,3,"""",9,""2018-07-27 02:21:33+02"",917"
"918,33,1,"""",34,8,"""",8,""2018-07-27 02:20:50+02"",918"
"919,51,10,"""",33,1,"""",8,""2018-07-27 02:20:01+02"",919"
"920,145,1,"""",47,8,"""",8,""2018-07-27 02:20:11+02"",920"
"921,319,1,"""",47,8,"""",8,""2018-07-27 02:19:59+02"",921"
"922,176,1,"""",67,8,"""",8,""2018-07-27 02:19:42+02"",922"
"923,362,1,"""",67,8,"""",8,""2018-07-27 02:19:33+02"",923"
"924,45,3,"""",275,2,"""",48,""2018-07-27 02:03:20+02"",924"
"925,166,1,"""",270,8,"""",27,""2018-07-27 01:53:53+02"",925"
"926,322,2,"""",67,8,"""",27,""2018-07-27 01:50:59+02"",926"
"927,161,1,"""",270,8,"""",33,""2018-07-27 01:50:46+02"",927"
"928,166,1,"""",67,8,"""",27,""2018-07-27 01:50:39+02"",928"
"929,322,2,"""",47,8,"""",27,""2018-07-27 01:49:50+02"",929"
"930,218,2,"""",47,8,"""",2,""2018-07-27 01:44:53+02"",930"
"931,125,5,"""",280,2,"""",16,""2018-07-27 01:33:45+02"",931"
"932,144,2,"""",161,1,"""",36,""2018-07-27 01:27:21+02"",932"
"933,260,2,"""",39,2,"""",31,""2018-07-27 01:13:58+02"",933"
"934,357,"""","""",67,8,"""",6,""2018-07-27 00:56:03+02"",934"
"935,363,2,"""",270,8,"""",28,""2018-07-27 00:46:37+02"",935"
"936,152,"""","""",270,8,"""",1,""2018-07-27 00:31:11+02"",936"
"937,109,"""","""",270,8,"""",28,""2018-07-27 00:28:44+02"",937"
"938,273,2,"""",130,1,"""",8,""2018-07-27 00:24:34+02"",938"
"939,42,2,"""",295,1,"""",22,""2018-07-27 00:04:46+02"",939"
"940,307,2,"""",104,1,"""",6,""2018-07-26 23:57:55+02"",940"
"941,268,"""","""",323,"""","""",24,""2018-07-26 23:48:36+02"",941"
"942,88,1,"""",48,8,"""",9,""2018-07-26 23:46:17+02"",942"
"943,81,1,"""",34,8,"""",9,""2018-07-26 23:44:56+02"",943"
"944,82,1,"""",270,8,"""",9,""2018-07-26 23:44:54+02"",944"
"945,268,"""","""",319,"""","""",24,""2018-07-26 23:43:03+02"",945"
"946,13,2,"""",104,1,"""",5,""2018-07-26 23:41:09+02"",946"
"947,76,2,"""",48,"""","""",12,""2018-07-26 23:36:52+02"",947"
"948,309,2,"""",34,8,"""",12,""2018-07-26 23:36:04+02"",948"
"949,224,2,"""",270,8,"""",12,""2018-07-26 23:35:54+02"",949"
"950,202,2,"""",34,8,"""",22,""2018-07-26 23:34:49+02"",950"
"951,268,"""","""",323,"""","""",24,""2018-07-26 23:32:11+02"",951"
"952,196,"""","""",6,"""","""",1,""2018-07-26 23:21:44+02"",952"
"953,87,1,"""",270,8,"""",9,""2018-07-26 23:21:20+02"",953"
"954,88,1,"""",34,8,"""",9,""2018-07-26 23:21:09+02"",954"
"955,364,1,"""",34,8,"""",9,""2018-07-26 23:20:26+02"",955"
"956,65,1,"""",270,8,"""",9,""2018-07-26 23:20:20+02"",956"
"957,307,2,"""",34,8,"""",22,""2018-07-26 23:15:57+02"",957"
"958,5,2,"""",362,1,"""",19,""2018-07-26 23:04:37+02"",958"
"959,365,"""","""",6,"""","""",1,""2018-07-26 23:04:18+02"",959"
"960,366,"""","""",109,"""","""",1,""2018-07-26 22:25:22+02"",960"
"961,62,"""","""",48,"""","""",30,""2018-07-26 22:18:59+02"",961"
"962,87,1,"""",61,"""","""",9,""2018-07-26 22:09:10+02"",962"
"963,291,2,"""",52,"""","""",5,""2018-07-26 21:48:20+02"",963"
"964,25,6,"""",2,"""","""",1,""2018-07-26 21:47:20+02"",964"
"965,25,6,"""",201,"""","""",6,""2018-07-26 21:42:39+02"",965"
"966,367,2,"""",6,"""","""",1,""2018-07-26 21:38:13+02"",966"
"967,25,6,"""",148,2,"""",6,""2018-07-26 21:11:17+02"",967"
"968,25,6,"""",148,2,"""",6,""2018-07-26 21:10:29+02"",968"
"969,82,1,"""",61,"""","""",49,""2018-07-26 21:04:44+02"",969"
"970,322,2,"""",48,"""","""",3,""2018-07-26 20:58:03+02"",970"
"971,166,1,"""",368,7,"""",35,""2018-07-26 20:51:52+02"",971"
"972,208,"""","""",369,1,"""",35,""2018-07-26 20:49:13+02"",972"
"973,370,1,"""",76,2,"""",40,""2018-07-26 20:32:34+02"",973"
"974,87,1,"""",61,"""","""",9,""2018-07-26 20:32:18+02"",974"
"975,133,2,"""",351,"""","""",29,""2018-07-26 20:07:54+02"",975"
"976,25,6,"""",285,2,"""",1,""2018-07-26 19:44:27+02"",976"
"977,371,"""","""",372,"""","""",10,""2018-07-26 18:54:42+02"",977"
"978,126,2,"""",87,1,"""",9,""2018-07-26 18:53:18+02"",978"
"979,285,2,"""",67,8,"""",1,""2018-07-26 18:50:02+02"",979"
"980,21,2,"""",67,8,"""",1,""2018-07-26 18:49:13+02"",980"
"981,350,2,"""",67,8,"""",1,""2018-07-26 18:38:44+02"",981"
"982,224,2,"""",302,10,"""",50,""2018-07-26 18:32:23+02"",982"
"983,31,"""","""",52,"""","""",5,""2018-07-26 18:30:28+02"",983"
"984,29,"""","""",2,"""","""",5,""2018-07-26 18:29:59+02"",984"
"985,87,1,"""",39,2,"""",9,""2018-07-26 18:19:26+02"",985"
"986,167,14,"""",39,2,"""",9,""2018-07-26 18:08:04+02"",986"
"987,73,2,"""",47,8,"""",9,""2018-07-26 18:03:09+02"",987"
"988,82,1,"""",12,3,"""",49,""2018-07-26 17:42:08+02"",988"
"989,167,14,"""",253,2,"""",1,""2018-07-26 17:26:34+02"",989"
"990,350,2,"""",47,8,"""",1,""2018-07-26 17:26:33+02"",990"
"991,10,1,"""",263,2,"""",28,""2018-07-26 17:23:53+02"",991"
"992,373,2,"""",47,8,"""",1,""2018-07-26 17:21:26+02"",992"
"993,370,1,"""",47,8,"""",6,""2018-07-26 17:17:17+02"",993"
"994,374,2,"""",10,1,"""",6,""2018-07-26 17:16:19+02"",994"
"995,370,1,"""",52,"""","""",6,""2018-07-26 17:11:32+02"",995"
"996,73,2,"""",61,"""","""",9,""2018-07-26 17:09:45+02"",996"
"997,81,1,"""",126,2,"""",9,""2018-07-26 16:46:06+02"",997"
"998,81,1,"""",126,2,"""",9,""2018-07-26 16:44:26+02"",998"
"999,21,2,"""",10,1,"""",1,""2018-07-26 16:40:17+02"",999"
"1000,375,2,"""",10,1,"""",1,""2018-07-26 16:39:33+02"",1000"
"1001,82,1,"""",126,2,"""",9,""2018-07-26 16:36:49+02"",1001"
"1002,376,"""","""",143,2,"""",35,""2018-07-26 16:35:18+02"",1002"
"1003,126,2,"""",61,"""","""",9,""2018-07-26 15:35:46+02"",1003"
"1004,104,1,"""",154,5,"""",13,""2018-07-26 15:01:55+02"",1004"
"1005,311,5,"""",12,3,"""",5,""2018-07-26 14:52:05+02"",1005"
"1006,10,1,"""",263,2,"""",6,""2018-07-26 14:49:21+02"",1006"
"1007,10,1,"""",84,2,"""",1,""2018-07-26 14:48:12+02"",1007"
"1008,10,1,"""",253,2,"""",6,""2018-07-26 12:57:59+02"",1008"
"1009,4,1,"""",68,10,"""",46,""2018-07-26 10:50:18+02"",1009"
"1010,263,2,"""",53,1,"""",7,""2018-07-26 10:48:42+02"",1010"
"1011,80,"""","""",263,2,"""",7,""2018-07-26 10:45:35+02"",1011"
"1012,40,"""","""",152,"""","""",1,""2018-07-26 10:31:00+02"",1012"
"1013,93,2,"""",53,1,"""",2,""2018-07-26 10:29:44+02"",1013"
"1014,263,2,"""",53,1,"""",51,""2018-07-26 10:26:19+02"",1014"
"1015,93,2,"""",53,1,"""",2,""2018-07-26 10:10:55+02"",1015"
"1016,49,"""","""",53,1,"""",3,""2018-07-26 09:53:56+02"",1016"
"1017,207,"""","""",6,"""","""",1,""2018-07-26 09:24:01+02"",1017"
"1018,152,"""","""",377,"""","""",1,""2018-07-26 09:22:20+02"",1018"
"1019,202,2,"""",6,"""","""",1,""2018-07-26 08:54:02+02"",1019"
"1020,21,2,"""",6,"""","""",1,""2018-07-26 08:11:41+02"",1020"
"1021,237,"""","""",378,1,"""",31,""2018-07-26 07:42:16+02"",1021"
"1022,264,7,"""",63,"""","""",1,""2018-07-26 07:06:39+02"",1022"
"1023,25,6,"""",6,"""","""",28,""2018-07-26 06:34:23+02"",1023"
"1024,152,"""","""",67,8,"""",1,""2018-07-26 06:20:51+02"",1024"
"1025,152,"""","""",67,8,"""",1,""2018-07-26 06:17:54+02"",1025"
"1026,134,"""","""",67,8,"""",1,""2018-07-26 06:17:41+02"",1026"
"1027,2,"""","""",67,8,"""",1,""2018-07-26 05:53:39+02"",1027"
"1028,80,"""","""",169,2,"""",52,""2018-07-26 05:53:07+02"",1028"
"1029,25,6,"""",67,8,"""",28,""2018-07-26 05:48:36+02"",1029"
"1030,80,"""","""",169,2,"""",52,""2018-07-26 05:48:32+02"",1030"
"1031,80,"""","""",169,2,"""",52,""2018-07-26 05:47:00+02"",1031"
"1032,88,1,"""",47,8,"""",15,""2018-07-26 05:39:38+02"",1032"
"1033,87,1,"""",67,8,"""",6,""2018-07-26 05:38:16+02"",1033"
"1034,80,"""","""",169,2,"""",52,""2018-07-26 05:34:45+02"",1034"
"1035,80,"""","""",15,2,"""",52,""2018-07-26 05:34:25+02"",1035"
"1036,88,1,"""",47,"""","""",15,""2018-07-26 05:33:01+02"",1036"
"1037,33,1,"""",47,"""","""",15,""2018-07-26 05:32:43+02"",1037"
"1038,87,1,"""",167,14,"""",15,""2018-07-26 05:32:38+02"",1038"
"1039,13,2,"""",15,2,"""",52,""2018-07-26 05:29:04+02"",1039"
"1040,306,"""","""",67,8,"""",5,""2018-07-26 05:28:59+02"",1040"
"1041,334,1,"""",356,2,"""",47,""2018-07-26 05:24:30+02"",1041"
"1042,334,1,"""",356,2,"""",47,""2018-07-26 05:24:03+02"",1042"
"1043,13,2,"""",80,"""","""",52,""2018-07-26 05:17:32+02"",1043"
"1044,307,2,"""",33,1,"""",22,""2018-07-26 05:14:34+02"",1044"
"1045,149,2,"""",378,1,"""",22,""2018-07-26 05:14:29+02"",1045"
"1046,356,2,"""",310,1,"""",47,""2018-07-26 04:59:21+02"",1046"
"1047,307,2,"""",295,1,"""",22,""2018-07-26 04:49:21+02"",1047"
"1048,149,2,"""",310,1,"""",22,""2018-07-26 04:48:33+02"",1048"
"1049,300,2,"""",379,"""","""",26,""2018-07-26 04:46:32+02"",1049"
"1050,380,1,"""",270,8,"""",1,""2018-07-26 04:23:13+02"",1050"
"1051,381,1,"""",270,8,"""",1,""2018-07-26 04:22:50+02"",1051"
"1052,382,1,"""",67,8,"""",1,""2018-07-26 04:22:40+02"",1052"
"1053,383,1,"""",67,8,"""",1,""2018-07-26 04:22:20+02"",1053"
"1054,159,"""","""",384,"""","""",26,""2018-07-26 04:20:34+02"",1054"
"1055,159,"""","""",385,"""","""",26,""2018-07-26 03:56:47+02"",1055"
"1056,386,"""","""",387,1,"""",2,""2018-07-26 03:51:35+02"",1056"
"1057,388,"""","""",216,1,"""",2,""2018-07-26 03:51:13+02"",1057"
"1058,389,2,"""",364,1,"""",1,""2018-07-26 03:42:28+02"",1058"
"1059,386,"""","""",387,1,"""",2,""2018-07-26 03:39:10+02"",1059"
"1060,388,"""","""",386,"""","""",2,""2018-07-26 03:38:32+02"",1060"
"1061,27,"""","""",53,1,"""",6,""2018-07-26 03:35:46+02"",1061"
"1062,126,2,"""",128,3,"""",9,""2018-07-26 03:33:06+02"",1062"
"1063,152,"""","""",270,8,"""",1,""2018-07-26 03:31:28+02"",1063"
"1064,22,"""","""",242,1,"""",6,""2018-07-26 03:30:46+02"",1064"
"1065,130,1,"""",60,2,"""",5,""2018-07-26 03:30:22+02"",1065"
"1066,2,"""","""",242,1,"""",6,""2018-07-26 03:29:12+02"",1066"
"1067,15,2,"""",130,1,"""",5,""2018-07-26 03:27:24+02"",1067"
"1068,297,2,"""",160,1,"""",28,""2018-07-26 03:27:07+02"",1068"
"1069,2,"""","""",270,8,"""",1,""2018-07-26 03:27:09+02"",1069"
"1070,291,2,"""",332,1,"""",15,""2018-07-26 03:24:39+02"",1070"
"1071,390,2,"""",110,1,"""",6,""2018-07-26 03:21:26+02"",1071"
"1072,314,3,"""",61,"""","""",9,""2018-07-26 03:18:10+02"",1072"
"1073,15,2,"""",4,1,"""",6,""2018-07-26 03:17:40+02"",1073"
"1074,242,1,"""",60,2,"""",6,""2018-07-26 03:17:34+02"",1074"
"1075,334,1,"""",67,8,"""",1,""2018-07-26 03:17:23+02"",1075"
"1076,166,1,"""",126,2,"""",53,""2018-07-26 03:04:28+02"",1076"
"1077,391,"""","""",216,1,"""",19,""2018-07-26 02:56:59+02"",1077"
"1078,306,"""","""",225,18,"""",5,""2018-07-26 02:53:36+02"",1078"
"1079,30,2,"""",270,8,"""",1,""2018-07-26 02:53:16+02"",1079"
"1080,341,"""","""",128,3,"""",47,""2018-07-26 02:47:37+02"",1080"
"1081,2,"""","""",270,8,"""",1,""2018-07-26 02:45:45+02"",1081"
"1082,392,2,"""",393,3,"""",4,""2018-07-26 02:43:54+02"",1082"
"1083,45,3,"""",128,3,"""",13,""2018-07-26 02:35:50+02"",1083"
"1084,394,"""","""",61,"""","""",7,""2018-07-26 02:30:27+02"",1084"
"1085,45,3,"""",128,3,"""",13,""2018-07-26 02:28:58+02"",1085"
"1086,166,1,"""",126,2,"""",48,""2018-07-26 02:27:42+02"",1086"
"1087,161,1,"""",393,3,"""",13,""2018-07-26 02:25:51+02"",1087"
"1088,39,2,"""",61,"""","""",23,""2018-07-26 02:23:51+02"",1088"
"1089,349,"""","""",194,"""","""",54,""2018-07-26 02:20:31+02"",1089"
"1090,395,"""","""",32,"""","""",2,""2018-07-26 02:19:15+02"",1090"
"1091,13,2,"""",67,8,"""",6,""2018-07-26 02:07:15+02"",1091"
"1092,1,"""","""",396,"""","""",10,""2018-07-26 01:52:39+02"",1092"
"1093,81,1,"""",61,"""","""",9,""2018-07-26 01:51:00+02"",1093"
"1094,200,1,"""",61,"""","""",9,""2018-07-26 01:32:40+02"",1094"
"1095,395,"""","""",397,15,"""",9,""2018-07-26 01:29:55+02"",1095"
"1096,32,"""","""",265,11,"""",10,""2018-07-26 00:44:19+02"",1096"
"1097,245,2,"""",398,2,"""",1,""2018-07-26 00:26:03+02"",1097"
"1098,363,2,"""",332,1,"""",55,""2018-07-26 00:25:33+02"",1098"
"1099,32,"""","""",396,"""","""",26,""2018-07-25 23:59:03+02"",1099"
"1100,33,1,"""",79,2,"""",13,""2018-07-25 23:49:20+02"",1100"
"1101,399,"""","""",224,2,"""",54,""2018-07-25 23:48:32+02"",1101"
"1102,178,1,"""",61,"""","""",9,""2018-07-25 23:41:24+02"",1102"
"1103,25,6,"""",84,2,"""",6,""2018-07-25 23:36:24+02"",1103"
"1104,400,"""","""",138,12,"""",10,""2018-07-25 23:30:43+02"",1104"
"1105,42,2,"""",136,1,"""",2,""2018-07-25 23:29:50+02"",1105"
"1106,25,6,"""",151,2,"""",28,""2018-07-25 23:26:15+02"",1106"
"1107,25,6,"""",126,2,"""",6,""2018-07-25 22:49:48+02"",1107"
"1108,25,6,"""",126,2,"""",28,""2018-07-25 22:48:10+02"",1108"
"1109,25,6,"""",148,2,"""",1,""2018-07-25 22:44:25+02"",1109"
"1110,143,2,"""",10,1,"""",1,""2018-07-25 22:43:36+02"",1110"
"1111,178,1,"""",126,2,"""",9,""2018-07-25 22:32:19+02"",1111"
"1112,271,2,"""",10,1,"""",1,""2018-07-25 21:55:29+02"",1112"
"1113,82,1,"""",190,"""","""",14,""2018-07-25 21:27:17+02"",1113"
"1114,401,"""","""",39,2,"""",1,""2018-07-25 21:11:51+02"",1114"
"1115,25,6,"""",285,2,"""",28,""2018-07-25 21:11:29+02"",1115"
"1116,61,"""","""",82,1,"""",9,""2018-07-25 21:10:43+02"",1116"
"1117,25,6,"""",285,2,"""",28,""2018-07-25 21:10:33+02"",1117"
"1118,25,6,"""",285,2,"""",28,""2018-07-25 21:09:52+02"",1118"
"1119,25,6,"""",76,2,"""",1,""2018-07-25 21:08:56+02"",1119"
"1120,81,1,"""",61,"""","""",9,""2018-07-25 21:08:39+02"",1120"
"1121,354,2,"""",25,6,"""",6,""2018-07-25 20:50:29+02"",1121"
"1122,10,1,"""",285,2,"""",28,""2018-07-25 20:50:10+02"",1122"
"1123,25,6,"""",285,2,"""",28,""2018-07-25 20:45:39+02"",1123"
"1124,154,5,"""",53,1,"""",10,""2018-07-25 20:22:40+02"",1124"
"1125,33,1,"""",201,"""","""",21,""2018-07-25 20:13:36+02"",1125"
"1126,36,1,"""",201,"""","""",5,""2018-07-25 20:10:33+02"",1126"
"1127,39,2,"""",402,1,"""",15,""2018-07-25 19:49:41+02"",1127"
"1128,98,1,"""",39,2,"""",15,""2018-07-25 19:49:26+02"",1128"
"1129,84,"""","""",33,1,"""",6,""2018-07-25 19:40:30+02"",1129"
"1130,56,2,"""",33,1,"""",28,""2018-07-25 19:37:11+02"",1130"
"1131,345,7,"""",82,1,"""",9,""2018-07-25 18:47:50+02"",1131"
"1132,166,1,"""",275,2,"""",33,""2018-07-25 18:46:45+02"",1132"
"1133,345,7,"""",81,1,"""",9,""2018-07-25 18:41:32+02"",1133"
"1134,403,"""","""",203,"""","""",28,""2018-07-25 18:37:42+02"",1134"
"1135,68,10,"""",39,2,"""",13,""2018-07-25 18:06:44+02"",1135"
"1136,137,"""","""",79,2,"""",1,""2018-07-25 18:06:31+02"",1136"
"1137,2,"""","""",79,2,"""",1,""2018-07-25 18:06:05+02"",1137"
"1138,146,"""","""",356,2,"""",1,""2018-07-25 17:54:33+02"",1138"
"1139,404,"""","""",6,"""","""",1,""2018-07-25 17:51:46+02"",1139"
"1140,144,2,"""",6,"""","""",1,""2018-07-25 17:51:42+02"",1140"
"1141,144,2,"""",6,"""","""",1,""2018-07-25 17:49:12+02"",1141"
"1142,272,"""","""",360,3,"""",5,""2018-07-25 17:47:12+02"",1142"
"1143,300,"""","""",99,"""","""",28,""2018-07-25 17:42:31+02"",1143"
"1144,166,1,"""",405,2,"""",22,""2018-07-25 17:42:05+02"",1144"
"1145,79,2,"""",137,"""","""",6,""2018-07-25 17:27:52+02"",1145"
"1146,38,1,"""",61,"""","""",9,""2018-07-25 17:21:51+02"",1146"
"1147,2,"""","""",210,2,"""",6,""2018-07-25 17:21:04+02"",1147"
"1148,2,"""","""",322,2,"""",6,""2018-07-25 17:20:34+02"",1148"
"1149,2,"""","""",287,2,"""",1,""2018-07-25 17:18:14+02"",1149"
"1150,350,2,"""",137,"""","""",1,""2018-07-25 17:16:20+02"",1150"
"1151,2,"""","""",405,2,"""",1,""2018-07-25 17:10:05+02"",1151"
"1152,63,"""","""",297,"""","""",1,""2018-07-25 17:00:34+02"",1152"
"1153,350,2,"""",137,"""","""",1,""2018-07-25 16:50:00+02"",1153"
"1154,57,"""","""",141,"""","""",1,""2018-07-25 16:42:31+02"",1154"
"1155,322,2,"""",48,"""","""",3,""2018-07-25 16:36:45+02"",1155"
"1156,406,2,"""",139,4,"""",3,""2018-07-25 16:36:35+02"",1156"
"1157,144,2,"""",6,"""","""",1,""2018-07-25 16:19:43+02"",1157"
"1158,60,2,"""",6,"""","""",1,""2018-07-25 16:17:25+02"",1158"
"1159,356,2,"""",6,"""","""",1,""2018-07-25 16:15:51+02"",1159"
"1160,407,"""","""",408,"""","""",47,""2018-07-25 15:57:41+02"",1160"
"1161,141,"""","""",405,2,"""",1,""2018-07-25 15:54:30+02"",1161"
